date_time,invoice_id,branch,city,customer_type,gender,product_line,payment,branch_location,total,gross_income,rating
2019-02-17 19:57:00,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,Credit card,C - Naypyitaw,374.7975,17.8475,5.5
2019-01-29 10:01:00,606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,Credit card,C - Naypyitaw,120.645,5.745,6.8
2019-03-15 11:57:00,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,Cash,B - Mandalay,241.458,11.498,6.6
2019-01-14 10:02:00,426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,C - Naypyitaw,451.3635,21.4935,9.8
2019-02-06 14:51:00,875-46-5808,B,Mandalay,Member,Male,Health and beauty,Ewallet,B - Mandalay,271.95,12.95,8.7
2019-02-15 12:42:00,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,Credit card,B - Mandalay,93.2925,4.4425,5.4
2019-01-03 12:02:00,749-24-1565,A,Yangon,Normal,Female,Health and beauty,Ewallet,A - Yangon,217.6335,10.3635,7.9
2019-01-04 18:19:00,672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,Credit card,C - Naypyitaw,629.8425,29.9925,9.7
2019-03-18 17:38:00,263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,Ewallet,C - Naypyitaw,299.565,14.265,7.8
2019-03-28 13:41:00,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,Ewallet,B - Mandalay,95.6655,4.5555,5.1
2019-03-02 19:42:00,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,Credit card,B - Mandalay,942.4485,44.8785,6.5
2019-01-25 20:24:00,888-02-0338,A,Yangon,Normal,Male,Electronic accessories,Ewallet,A - Yangon,247.8735,11.8035,5.9
2019-01-16 18:08:00,677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,Cash,C - Naypyitaw,881.307,41.967,8.8
2019-03-20 19:17:00,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,Ewallet,B - Mandalay,484.89,23.09,4.9
2019-01-04 13:24:00,656-16-1063,B,Mandalay,Normal,Male,Sports and travel,Credit card,B - Mandalay,146.22299999999998,6.962999999999999,4.4
2019-03-11 15:53:00,891-58-8335,B,Mandalay,Member,Female,Sports and travel,Cash,B - Mandalay,217.6335,10.3635,6.5
2019-03-22 15:05:00,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,Credit card,A - Yangon,19.194000000000003,0.914,8.3
2019-03-24 18:27:00,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,Cash,B - Mandalay,130.0425,6.1925,8.5
2019-02-21 16:55:00,319-74-2561,A,Yangon,Member,Female,Electronic accessories,Cash,A - Yangon,298.116,14.196,5.5
2019-02-12 12:58:00,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,Ewallet,B - Mandalay,796.908,37.948,8.7
2019-03-10 18:59:00,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,Credit card,B - Mandalay,180.62099999999998,8.601,7.9
2019-01-31 13:44:00,239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,B - Mandalay,285.705,13.605,6.1
2019-03-06 13:46:00,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,Ewallet,B - Mandalay,456.288,21.728,5.4
2019-02-17 18:06:00,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,C - Naypyitaw,62.0025,2.9525,9.4
2019-02-21 12:38:00,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,Cash,C - Naypyitaw,13.167,0.627,8.2
2019-03-20 15:56:00,213-72-6612,A,Yangon,Normal,Male,Food and beverages,Cash,A - Yangon,90.825,4.325,6.2
2019-01-11 14:29:00,746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,Credit card,C - Naypyitaw,183.03599999999997,8.716000000000001,9.7
2019-01-26 19:14:00,836-82-5858,B,Mandalay,Member,Male,Health and beauty,Ewallet,B - Mandalay,655.5465,31.2165,4.0
2019-01-31 16:24:00,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,Ewallet,C - Naypyitaw,155.65200000000002,7.412000000000001,9.7
2019-02-26 10:52:00,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,Cash,B - Mandalay,571.41,27.21,5.3
2019-03-11 12:55:00,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,Ewallet,A - Yangon,532.7280000000001,25.368000000000002,7.4
2019-01-26 19:28:00,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,Cash,B - Mandalay,170.877,8.137,6.5
2019-03-12 13:52:00,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,Credit card,B - Mandalay,33.3585,1.5885,8.7
2019-02-11 10:54:00,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,Cash,B - Mandalay,794.6505,37.8405,8.0
2019-02-21 18:31:00,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,Cash,B - Mandalay,310.04400000000004,14.764000000000001,6.7
2019-03-09 18:24:00,157-13-5295,A,Yangon,Member,Male,Health and beauty,Ewallet,A - Yangon,545.37,25.97,6.5
2019-01-20 18:09:00,645-78-8093,A,Yangon,Normal,Female,Sports and travel,Ewallet,A - Yangon,195.59400000000002,9.314,4.1
2019-01-28 15:16:00,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,Credit card,C - Naypyitaw,91.4025,4.3525,4.9
2019-03-05 17:07:00,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,Credit card,C - Naypyitaw,232.155,11.055,8.6
2019-03-02 19:26:00,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,Cash,B - Mandalay,69.405,3.305,4.3
2019-01-11 11:20:00,478-06-7835,A,Yangon,Normal,Male,Fashion accessories,Ewallet,A - Yangon,94.1745,4.4845,4.9
2019-01-11 16:49:00,540-11-4336,A,Yangon,Normal,Male,Food and beverages,Credit card,A - Yangon,235.683,11.222999999999999,5.6
2019-03-11 12:01:00,448-81-5016,A,Yangon,Normal,Male,Health and beauty,Credit card,A - Yangon,125.51700000000001,5.977,5.8
2019-02-28 18:37:00,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,Credit card,C - Naypyitaw,195.72,9.32,6.0
2019-01-05 11:25:00,217-58-1179,A,Yangon,Member,Male,Home and lifestyle,Cash,A - Yangon,263.13,12.53,4.2
2019-02-02 18:42:00,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,Credit card,B - Mandalay,788.508,37.548,8.3
2019-01-01 14:47:00,530-90-9855,A,Yangon,Member,Male,Home and lifestyle,Cash,A - Yangon,399.756,19.035999999999998,5.7
2019-02-09 19:43:00,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,Cash,B - Mandalay,256.41,12.21,4.8
2019-01-23 14:04:00,604-70-6476,A,Yangon,Member,Male,Fashion accessories,Ewallet,A - Yangon,94.185,4.485,6.8
2019-01-07 16:11:00,799-71-1548,A,Yangon,Member,Male,Electronic accessories,Credit card,A - Yangon,326.42400000000004,15.544,8.8
2019-01-14 19:06:00,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,Credit card,B - Mandalay,536.991,25.570999999999998,4.2
2019-02-02 15:34:00,845-51-0542,B,Mandalay,Member,Male,Food and beverages,Ewallet,B - Mandalay,439.8975,20.9475,6.4
2019-03-17 19:06:00,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,Credit card,C - Naypyitaw,369.495,17.595,8.4
2019-03-02 19:44:00,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,Credit card,C - Naypyitaw,30.219,1.439,7.2
2019-03-16 11:22:00,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,Cash,A - Yangon,99.75,4.75,5.2
2019-01-06 11:23:00,704-11-6354,A,Yangon,Member,Male,Home and lifestyle,Cash,A - Yangon,494.76,23.56,8.9
2019-01-29 14:12:00,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,Cash,B - Mandalay,137.004,6.524,9.0
2019-01-31 10:46:00,366-93-0948,A,Yangon,Member,Male,Electronic accessories,Credit card,A - Yangon,69.6675,3.3175,9.7
2019-02-05 10:16:00,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,Ewallet,A - Yangon,163.233,7.773,8.7
2019-02-13 12:38:00,151-16-1484,A,Yangon,Member,Male,Electronic accessories,Ewallet,A - Yangon,135.45,6.45,6.5
2019-02-07 13:05:00,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,Credit card,C - Naypyitaw,276.948,13.187999999999999,6.9
2019-03-19 13:25:00,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,Ewallet,A - Yangon,709.317,33.777,6.2
2019-03-07 14:53:00,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,Ewallet,C - Naypyitaw,69.09,3.29,5.6
2019-03-13 19:22:00,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,Cash,B - Mandalay,160.86,7.66,5.7
2019-02-09 11:00:00,447-15-7839,A,Yangon,Member,Female,Sports and travel,Cash,A - Yangon,233.52,11.12,4.2
2019-02-26 19:24:00,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,Ewallet,B - Mandalay,57.1725,2.7225,7.9
2019-03-12 12:43:00,253-12-6086,A,Yangon,Member,Female,Sports and travel,Credit card,A - Yangon,723.24,34.44,8.7
2019-03-14 17:22:00,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,Credit card,C - Naypyitaw,148.974,7.093999999999999,6.9
2019-01-08 20:55:00,571-94-0759,B,Mandalay,Member,Female,Food and beverages,Cash,B - Mandalay,783.3,37.3,9.5
2019-01-05 16:05:00,144-51-6085,A,Yangon,Member,Male,Home and lifestyle,Credit card,A - Yangon,297.108,14.148,4.4
2019-01-04 13:34:00,731-14-2199,A,Yangon,Member,Female,Home and lifestyle,Ewallet,A - Yangon,373.17,17.77,7.0
2019-03-06 18:13:00,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,Ewallet,B - Mandalay,354.0075,16.8575,6.3
2019-01-03 19:17:00,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,Cash,C - Naypyitaw,44.352,2.112,9.7
2019-01-07 11:44:00,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,Credit card,A - Yangon,203.553,9.693,8.8
2019-01-27 15:51:00,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,Cash,A - Yangon,25.263,1.203,5.1
2019-02-26 16:52:00,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,Ewallet,B - Mandalay,628.173,29.913,7.9
2019-01-07 20:52:00,566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,Cash,B - Mandalay,352.5795,16.7895,6.2
2019-01-07 17:36:00,526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,C - Naypyitaw,229.11,10.91,7.1
2019-02-02 13:23:00,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,Ewallet,C - Naypyitaw,400.764,19.084,6.4
2019-03-20 16:28:00,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,Cash,C - Naypyitaw,745.395,35.495,5.7
2019-03-20 19:57:00,828-61-5674,A,Yangon,Member,Male,Sports and travel,Credit card,A - Yangon,462.21,22.01,9.6
2019-02-15 17:01:00,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,Credit card,A - Yangon,587.664,27.984,6.4
2019-03-06 13:29:00,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,Credit card,C - Naypyitaw,38.85,1.85,7.9
2019-01-06 11:09:00,490-29-1201,A,Yangon,Normal,Female,Sports and travel,Cash,A - Yangon,16.107,0.767,6.5
2019-03-04 15:02:00,667-92-0055,A,Yangon,Member,Male,Health and beauty,Ewallet,A - Yangon,628.929,29.949,8.5
2019-03-12 14:21:00,565-17-3836,A,Yangon,Member,Female,Health and beauty,Cash,A - Yangon,200.21400000000003,9.533999999999999,9.1
2019-02-20 18:01:00,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,Cash,B - Mandalay,350.07,16.67,7.6
2019-03-24 14:49:00,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,Cash,C - Naypyitaw,78.60300000000001,3.7430000000000003,6.9
2019-01-31 12:02:00,226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,Cash,C - Naypyitaw,224.4375,10.6875,9.5
2019-01-25 13:30:00,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,Credit card,B - Mandalay,356.5485,16.9785,5.2
2019-02-03 14:38:00,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,Cash,A - Yangon,697.368,33.208,4.2
2019-01-24 17:37:00,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,Credit card,B - Mandalay,423.15,20.15,7.0
2019-03-14 17:20:00,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,Ewallet,C - Naypyitaw,204.6975,9.7475,6.0
2019-02-18 20:29:00,278-97-7759,A,Yangon,Member,Female,Electronic accessories,Cash,A - Yangon,65.604,3.1239999999999997,4.7
2019-01-21 10:00:00,316-68-6352,A,Yangon,Member,Female,Food and beverages,Cash,A - Yangon,76.35600000000001,3.636,7.1
2019-03-13 11:46:00,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,Ewallet,B - Mandalay,190.155,9.055,5.9
2019-03-03 13:42:00,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,Cash,C - Naypyitaw,272.58,12.98,7.5
2019-03-29 14:44:00,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,Cash,C - Naypyitaw,121.12799999999999,5.768,6.4
2019-01-10 14:16:00,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,Ewallet,A - Yangon,493.79400000000004,23.514,5.8
2019-01-25 15:54:00,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,Cash,A - Yangon,252.042,12.002,4.5
2019-01-19 10:21:00,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,C - Naypyitaw,93.0405,4.4305,7.7
2019-01-02 18:09:00,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,Credit card,C - Naypyitaw,209.622,9.982000000000001,6.7
2019-03-12 16:46:00,573-10-3877,B,Mandalay,Member,Male,Health and beauty,Credit card,B - Mandalay,40.9605,1.9505,4.7
2019-02-25 15:31:00,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,Cash,C - Naypyitaw,51.0405,2.4305,4.4
2019-03-18 17:15:00,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,Credit card,A - Yangon,214.998,10.238,4.7
2019-02-23 12:29:00,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,Cash,B - Mandalay,125.664,5.984,8.6
2019-03-26 20:14:00,411-77-0180,A,Yangon,Member,Male,Electronic accessories,Ewallet,A - Yangon,530.67,25.27,4.3
2019-03-30 13:22:00,286-01-5402,A,Yangon,Normal,Female,Sports and travel,Cash,A - Yangon,295.6905,14.0805,9.6
2019-02-17 17:09:00,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,Cash,A - Yangon,745.836,35.516,4.1
2019-03-21 10:40:00,512-98-1403,A,Yangon,Member,Female,Electronic accessories,Ewallet,A - Yangon,83.412,3.972,4.7
2019-03-05 17:43:00,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,Cash,A - Yangon,172.011,8.191,7.8
2019-01-31 14:04:00,532-59-7201,B,Mandalay,Member,Male,Sports and travel,Cash,B - Mandalay,503.559,23.979,5.5
2019-02-05 19:05:00,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,Ewallet,C - Naypyitaw,145.593,6.933,9.7
2019-02-01 10:08:00,870-76-1733,A,Yangon,Member,Female,Food and beverages,Credit card,A - Yangon,74.7075,3.5575,4.4
2019-03-07 13:12:00,423-64-4619,A,Yangon,Member,Female,Health and beauty,Cash,A - Yangon,146.9475,6.9975,5.0
2019-02-10 20:51:00,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,Cash,C - Naypyitaw,820.365,39.065,4.4
2019-02-14 17:29:00,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,Cash,C - Naypyitaw,208.67700000000002,9.937000000000001,5.2
2019-02-09 10:25:00,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,Cash,C - Naypyitaw,66.402,3.162,7.3
2019-01-10 11:34:00,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,Cash,C - Naypyitaw,392.6475,18.6975,4.9
2019-03-11 18:58:00,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,Credit card,C - Naypyitaw,218.0745,10.3845,8.1
2019-02-18 16:28:00,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,Ewallet,C - Naypyitaw,185.09400000000002,8.814,8.4
2019-02-26 20:26:00,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,Cash,C - Naypyitaw,216.6885,10.3185,5.5
2019-01-18 15:08:00,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,Cash,C - Naypyitaw,41.391000000000005,1.9709999999999999,8.4
2019-02-15 18:03:00,372-94-8041,A,Yangon,Normal,Male,Health and beauty,Ewallet,A - Yangon,96.13799999999999,4.578,9.8
2019-03-08 13:21:00,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,Cash,A - Yangon,324.2925,15.4425,6.7
2019-01-17 12:48:00,746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,Credit card,A - Yangon,135.576,6.456,9.4
2019-03-12 19:53:00,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,Ewallet,B - Mandalay,410.50800000000004,19.548,6.4
2019-03-09 19:09:00,815-11-1168,A,Yangon,Member,Male,Food and beverages,Cash,A - Yangon,523.845,24.945,5.4
2019-03-12 16:30:00,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,Cash,C - Naypyitaw,395.892,18.852,8.6
2019-01-25 10:11:00,730-61-8757,B,Mandalay,Member,Male,Health and beauty,Credit card,B - Mandalay,214.74599999999998,10.226,4.0
2019-03-25 13:07:00,340-66-0321,A,Yangon,Member,Male,Electronic accessories,Cash,A - Yangon,152.71200000000002,7.272,7.6
2019-02-07 18:48:00,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,Cash,B - Mandalay,208.08900000000003,9.908999999999999,6.8
2019-02-17 17:27:00,634-97-8956,A,Yangon,Normal,Male,Food and beverages,Credit card,A - Yangon,103.635,4.935,9.1
2019-02-03 15:59:00,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,Cash,A - Yangon,404.355,19.255,5.5
2019-03-14 11:21:00,442-48-3607,A,Yangon,Member,Male,Food and beverages,Credit card,A - Yangon,49.308,2.3480000000000003,7.9
2019-03-24 13:48:00,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,Ewallet,C - Naypyitaw,77.175,3.675,8.5
2019-03-21 10:17:00,527-09-6272,A,Yangon,Member,Female,Electronic accessories,Credit card,A - Yangon,149.3625,7.1125,9.1
2019-03-19 15:49:00,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,Ewallet,A - Yangon,721.98,34.38,7.5
2019-02-24 13:02:00,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,Cash,B - Mandalay,365.085,17.385,5.2
2019-03-28 12:58:00,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,Credit card,C - Naypyitaw,150.0975,7.1475,9.5
2019-02-05 15:26:00,374-17-3652,B,Mandalay,Member,Female,Food and beverages,Credit card,B - Mandalay,404.649,19.269000000000002,8.9
2019-02-10 18:23:00,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,Credit card,B - Mandalay,151.4835,7.2135,7.8
2019-03-05 19:06:00,433-75-6987,B,Mandalay,Member,Female,Health and beauty,Ewallet,B - Mandalay,411.3795,19.5895,8.9
2019-02-15 20:21:00,873-95-4984,B,Mandalay,Member,Female,Health and beauty,Cash,B - Mandalay,565.215,26.915,7.7
2019-01-30 16:24:00,416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,Ewallet,C - Naypyitaw,509.4075,24.2575,9.3
2019-02-14 15:04:00,150-89-8043,A,Yangon,Normal,Male,Sports and travel,Cash,A - Yangon,140.6475,6.6975,6.2
2019-02-27 16:10:00,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,Ewallet,A - Yangon,736.4385,35.0685,7.6
2019-02-04 12:14:00,441-94-7118,A,Yangon,Member,Male,Electronic accessories,Cash,A - Yangon,75.5475,3.5975,7.3
2019-01-20 10:13:00,725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,Cash,C - Naypyitaw,749.7,35.7,4.7
2019-03-28 17:38:00,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,Cash,A - Yangon,191.247,9.107000000000001,5.1
2019-02-27 11:06:00,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,Credit card,B - Mandalay,141.75,6.75,4.8
2019-02-15 14:53:00,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,Credit card,C - Naypyitaw,1042.65,49.65,6.6
2019-01-26 18:22:00,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,Cash,A - Yangon,379.9215,18.0915,5.5
2019-03-14 19:02:00,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,Credit card,B - Mandalay,402.2655,19.1555,8.5
2019-03-02 14:16:00,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,Cash,B - Mandalay,255.15,12.15,4.8
2019-03-04 15:44:00,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,31.752,1.5119999999999998,8.4
2019-01-07 12:20:00,889-04-9723,B,Mandalay,Member,Female,Food and beverages,Credit card,B - Mandalay,374.38800000000003,17.828,7.8
2019-03-08 20:01:00,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,Credit card,C - Naypyitaw,394.275,18.775,9.3
2019-01-09 13:45:00,554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,Cash,C - Naypyitaw,1002.12,47.72,5.2
2019-03-01 15:40:00,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,Ewallet,B - Mandalay,86.625,4.125,6.5
2019-03-16 16:58:00,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,Cash,B - Mandalay,78.7185,3.7485,5.6
2019-02-17 11:12:00,612-36-5536,A,Yangon,Member,Male,Food and beverages,Credit card,A - Yangon,680.064,32.384,7.4
2019-02-27 15:12:00,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,Cash,C - Naypyitaw,793.548,37.788000000000004,9.1
2019-03-07 20:37:00,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,Ewallet,C - Naypyitaw,209.55900000000003,9.979,8.0
2019-01-21 17:44:00,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,Cash,A - Yangon,461.286,21.965999999999998,7.2
2019-02-19 16:23:00,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,Cash,C - Naypyitaw,173.208,8.248,7.1
2019-01-06 12:12:00,834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,Cash,C - Naypyitaw,343.056,16.336,9.1
2019-03-14 19:33:00,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,484.974,23.094,5.6
2019-03-24 10:29:00,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,Cash,A - Yangon,276.948,13.187999999999999,6.0
2019-01-27 14:28:00,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,Cash,C - Naypyitaw,150.78,7.18,5.4
2019-03-06 12:46:00,254-31-0042,A,Yangon,Member,Male,Electronic accessories,Credit card,A - Yangon,203.175,9.675,7.8
2019-02-02 19:40:00,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,Cash,B - Mandalay,193.011,9.191,9.9
2019-01-25 19:39:00,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,Credit card,B - Mandalay,128.016,6.096,4.9
2019-03-14 17:54:00,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,Ewallet,C - Naypyitaw,441.69300000000004,21.033,5.2
2019-01-29 12:25:00,382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,Cash,C - Naypyitaw,265.10400000000004,12.624,8.9
2019-01-03 16:47:00,422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,Credit card,A - Yangon,352.2225,16.7725,9.1
2019-01-14 12:52:00,667-23-5919,A,Yangon,Member,Female,Fashion accessories,Ewallet,A - Yangon,507.675,24.175,7.0
2019-01-05 19:50:00,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,Credit card,B - Mandalay,334.341,15.921,9.6
2019-02-22 18:17:00,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,Ewallet,C - Naypyitaw,701.8515,33.4215,8.7
2019-02-06 17:20:00,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,Ewallet,C - Naypyitaw,407.316,19.396,9.4
2019-01-30 13:32:00,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,Credit card,B - Mandalay,99.33,4.73,4.0
2019-01-11 10:37:00,289-15-7034,A,Yangon,Member,Male,Sports and travel,Credit card,A - Yangon,345.786,16.465999999999998,7.5
2019-03-19 14:35:00,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,Cash,C - Naypyitaw,55.881,2.661,4.2
2019-01-14 12:09:00,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,Cash,B - Mandalay,523.3725,24.9225,9.9
2019-03-01 15:32:00,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,Ewallet,C - Naypyitaw,314.538,14.978,4.2
2019-01-06 13:58:00,662-72-2873,A,Yangon,Normal,Female,Food and beverages,Ewallet,A - Yangon,214.935,10.235,9.9
2019-01-31 13:19:00,525-88-7307,B,Mandalay,Member,Male,Sports and travel,Cash,B - Mandalay,79.611,3.7910000000000004,5.8
2019-03-11 13:37:00,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,Cash,C - Naypyitaw,294.651,14.030999999999999,6.0
2019-02-20 16:49:00,725-56-0833,A,Yangon,Normal,Female,Health and beauty,Credit card,A - Yangon,339.36,16.16,10.0
2019-01-27 14:55:00,394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,Ewallet,C - Naypyitaw,510.9615,24.3315,9.5
2019-03-10 14:04:00,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,Credit card,B - Mandalay,133.917,6.377000000000001,6.6
2019-02-15 12:31:00,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,Cash,C - Naypyitaw,253.512,12.072000000000001,8.1
2019-01-26 14:51:00,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,Cash,B - Mandalay,398.475,18.975,9.7
2019-02-13 18:27:00,563-36-9814,A,Yangon,Member,Male,Electronic accessories,Ewallet,A - Yangon,80.661,3.841,7.2
2019-03-09 12:45:00,308-47-4913,A,Yangon,Member,Female,Sports and travel,Credit card,A - Yangon,548.73,26.13,6.2
2019-03-06 10:36:00,885-17-6250,A,Yangon,Normal,Female,Health and beauty,Ewallet,A - Yangon,83.727,3.987,7.3
2019-01-24 20:36:00,726-27-2396,A,Yangon,Normal,Female,Health and beauty,Ewallet,A - Yangon,406.875,19.375,4.3
2019-03-13 14:16:00,316-01-3952,A,Yangon,Normal,Female,Food and beverages,Ewallet,A - Yangon,284.9175,13.5675,4.6
2019-03-15 10:26:00,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,Cash,B - Mandalay,128.4255,6.1155,5.8
2019-03-05 13:30:00,793-10-3222,B,Mandalay,Member,Female,Health and beauty,Credit card,B - Mandalay,258.678,12.318,8.3
2019-03-04 16:28:00,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,Cash,B - Mandalay,181.81799999999998,8.658,8.0
